"genes","isoforms"
"AT4G10845","AT4G10845_s2"
"AT4G11320","AT4G11320_P1"
"AT4G11320","AT4G11320_P2"
"AT4G11350","AT4G11350_P1"
"AT4G11350","AT4G11350_P2"
"AT4G11570","AT4G11570_c1"
"AT4G11570","AT4G11570_P1"
"AT4G11570","AT4G11570_P2"
"AT4G11600","AT4G11600_c1"
"AT4G11600","AT4G11600_P1"
"AT4G11840","AT4G11840_P1"
"AT4G11840","AT4G11840_P2"
"AT4G11890","AT4G11890.2"
"AT4G11890","AT4G11890_P3"
"AT4G11900","AT4G11900_P2"
"AT4G11900","AT4G11900_P5"
"AT4G11900","AT4G11900_P7"
"AT4G12000","AT4G12000_JS1"
"AT4G12000","AT4G12000_P1"
"AT4G12000","AT4G12000_P2"
"AT4G12310","AT4G12310_JS1"
"AT4G12310","AT4G12310_P1"
"AT4G12460","AT4G12460_ID32"
"AT4G12460","AT4G12460_JS3"
"AT4G12460","AT4G12460_P1"
"AT4G12460","AT4G12460_P3"
"AT4G12460","AT4G12460_P5"
"AT4G12460","AT4G12460_s7"
"AT4G12917","AT4G12917_c5"
"AT4G12917","AT4G12917_JC6"
"AT4G12917","AT4G12917_JS1"
"AT4G13100","AT4G13100_P2"
"AT4G13100","AT4G13100_s1"
"AT4G13350","AT4G13350_ID10"
"AT4G13350","AT4G13350_ID11"
"AT4G13495","AT4G13495.1"
"AT4G13495","AT4G13495_ID15"
"AT4G13495","AT4G13495_ID25"
"AT4G13495","AT4G13495_ID29"
"AT4G13495","AT4G13495_ID30"
"AT4G13550","AT4G13550_ID2"
"AT4G13550","AT4G13550_JC2"
"AT4G13800","AT4G13800_c3"
"AT4G13800","AT4G13800_P6"
"AT4G13800","AT4G13800_P7"
"AT4G13800","AT4G13800_P8"
"AT4G13810","AT4G13810.1"
"AT4G13810","AT4G13810_P1"
"AT4G13830","AT4G13830_P1"
"AT4G13830","AT4G13830_P2"
"AT4G14145","AT4G14145_ID2"
"AT4G14145","AT4G14145_P1"
"AT4G14270","AT4G14270.2"
"AT4G14270","AT4G14270_P1"
"AT4G14270","AT4G14270_P2"
"AT4G14300","AT4G14300.1"
"AT4G14300","AT4G14300_JS1"
"AT4G14400","AT4G14400.2"
"AT4G14400","AT4G14400.3"
"AT4G14400","AT4G14400_ID4"
"AT4G14400","AT4G14400_JC4"
"AT4G14400","AT4G14400_P1"
"AT4G14410","AT4G14410_ID4"
"AT4G14410","AT4G14410_P2"
"AT4G14550","AT4G14550_JS1"
"AT4G14550","AT4G14550_P1"
"AT4G14790","AT4G14790_P1"
"AT4G14790","AT4G14790_P2"
"AT4G15430","AT4G15430_JS7"
"AT4G15430","AT4G15430_P1"
"AT4G15430","AT4G15430_P2"
"AT4G15430","AT4G15430_s1"
"AT4G15510","AT4G15510.2"
"AT4G15510","AT4G15510_P1"
"AT4G15510","AT4G15510_P3"
"AT4G15510","AT4G15510_P5"
"AT4G15530","AT4G15530_ID6"
"AT4G15530","AT4G15530_P2"
"AT4G15540","AT4G15540_JC18"
"AT4G15540","AT4G15540_JC6"
"AT4G15540","AT4G15540_JS8"
"AT4G15540","AT4G15540_P1"
"AT4G16146","AT4G16146_ID30"
"AT4G16146","AT4G16146_P1"
"AT4G16520","AT4G16520_P1"
"AT4G16520","AT4G16520_P3"
"AT4G16590","AT4G16590.1"
"AT4G16590","AT4G16590_JS1"
"AT4G16670","AT4G16670_P1"
"AT4G16670","AT4G16670_P3"
"AT4G16680","AT4G16680_P1"
"AT4G16680","AT4G16680_P2"
"AT4G16710","AT4G16710_P1"
"AT4G16710","AT4G16710_P2"
"AT4G16770","AT4G16770.1"
"AT4G16770","AT4G16770_P1"
"AT4G16770","AT4G16770_s1"
"AT4G16857","AT4G16857_P1"
"AT4G16857","AT4G16857_P2"
"AT4G16860","AT4G16860_ID12"
"AT4G16860","AT4G16860_ID9"
"AT4G16990","AT4G16990_ID14"
"AT4G16990","AT4G16990_ID23"
"AT4G16990","AT4G16990_JC1"
"AT4G16990","AT4G16990_JC2"
"AT4G16990","AT4G16990_JS2"
"AT4G16990","AT4G16990_P18"
"AT4G16990","AT4G16990_P5"
"AT4G16990","AT4G16990_P8"
"AT4G16990","AT4G16990_P9"
"AT4G17150","AT4G17150_ID12"
"AT4G17150","AT4G17150_ID6"
"AT4G17310","AT4G17310_c3"
"AT4G17310","AT4G17310_P1"
"AT4G17310","AT4G17310_P2"
"AT4G17330","AT4G17330_JS2"
"AT4G17330","AT4G17330_JS3"
"AT4G17670","AT4G17670_ID1"
"AT4G17670","AT4G17670_P1"
"AT4G17730","AT4G17730.1"
"AT4G17730","AT4G17730_ID2"
"AT4G17790","AT4G17790_P1"
"AT4G17790","AT4G17790_s1"
"AT4G18020","AT4G18020_P1"
"AT4G18020","AT4G18020_P2"
"AT4G18070","AT4G18070_ID1"
"AT4G18070","AT4G18070_P1"
"AT4G18120","AT4G18120_c2"
"AT4G18120","AT4G18120_s4"
"AT4G18230","AT4G18230.1"
"AT4G18230","AT4G18230_ID1"
"AT4G18240","AT4G18240.1"
"AT4G18240","AT4G18240_JC2"
"AT4G18270","AT4G18270_P1"
"AT4G18270","AT4G18270_s1"
"AT4G18270","AT4G18270_s2"
"AT4G18370","AT4G18370_c1"
"AT4G18370","AT4G18370_P1"
"AT4G18370","AT4G18370_s2"
"AT4G18440","AT4G18440_c1"
"AT4G18440","AT4G18440_P1"
"AT4G18810","AT4G18810_ID2"
"AT4G18810","AT4G18810_JS3"
"AT4G18970","AT4G18970_ID3"
"AT4G18970","AT4G18970_P1"
"AT4G19045","AT4G19045.1"
"AT4G19045","AT4G19045_ID12"
"AT4G19100","AT4G19100.1"
"AT4G19100","AT4G19100_ID1"
"AT4G19120","AT4G19120_c1"
"AT4G19120","AT4G19120_P1"
"AT4G19120","AT4G19120_P2"
"AT4G19120","AT4G19120_P3"
"AT4G19160","AT4G19160_P2"
"AT4G19160","AT4G19160_P4"
"AT4G19420","AT4G19420_JS1"
"AT4G19420","AT4G19420_JS3"
"AT4G19420","AT4G19420_P1"
"AT4G19450","AT4G19450_ID1"
"AT4G19450","AT4G19450_P2"
"AT4G19660","AT4G19660_c3"
"AT4G19660","AT4G19660_P1"
"AT4G19660","AT4G19660_P2"
"AT4G19670","AT4G19670_P1"
"AT4G19670","AT4G19670_P2"
"AT4G19990","AT4G19990_P2"
"AT4G19990","AT4G19990_P6"
"AT4G20070","AT4G20070_JS1"
"AT4G20070","AT4G20070_P1"
"AT4G20340","AT4G20340_P1"
"AT4G20340","AT4G20340_P2"
"AT4G20380","AT4G20380_ID23"
"AT4G20380","AT4G20380_P1"
"AT4G20830","AT4G20830.1"
"AT4G20830","AT4G20830.2"
"AT4G20930","AT4G20930_P1"
"AT4G20930","AT4G20930_s1"
"AT4G20980","AT4G20980.2"
"AT4G20980","AT4G20980.4"
"AT4G20980","AT4G20980_P1"
"AT4G21160","AT4G21160_ID2"
"AT4G21160","AT4G21160_ID3"
"AT4G21215","AT4G21215.1"
"AT4G21215","AT4G21215_JS1"
"AT4G21215","AT4G21215_P2"
"AT4G21280","AT4G21280.2"
"AT4G21280","AT4G21280_P1"
"AT4G21380","AT4G21380_c1"
"AT4G21380","AT4G21380_P1"
"AT4G21410","AT4G21410_P2"
"AT4G21410","AT4G21410_P3"
"AT4G21570","AT4G21570_P1"
"AT4G21570","AT4G21570_P2"
"AT4G21760","AT4G21760_P1"
"AT4G21760","AT4G21760_P2"
"AT4G21910","AT4G21910.1"
"AT4G21910","AT4G21910_ID6"
"AT4G21910","AT4G21910_P2"
"AT4G21910","AT4G21910_P4"
"AT4G22270","AT4G22270_ID2"
"AT4G22270","AT4G22270_P1"
"AT4G22305","AT4G22305_P1"
"AT4G22305","AT4G22305_P2"
"AT4G22320","AT4G22320.1"
"AT4G22320","AT4G22320.2"
"AT4G22540","AT4G22540_ID2"
"AT4G22540","AT4G22540_P1"
"AT4G22540","AT4G22540_P6"
"AT4G22570","AT4G22570_JS1"
"AT4G22570","AT4G22570_P1"
"AT4G22880","AT4G22880.2"
"AT4G22880","AT4G22880_JC5"
"AT4G22880","AT4G22880_P1"
"AT4G22880","AT4G22880_P2"
"AT4G22890","AT4G22890.5"
"AT4G22890","AT4G22890_P1"
"AT4G22890","AT4G22890_P2"
"AT4G22890","AT4G22890_s1"
"AT4G23130","AT4G23130_P1"
"AT4G23130","AT4G23130_P2"
"AT4G23220","AT4G23220.1"
"AT4G23220","AT4G23220_JC6"
"AT4G23290","AT4G23290_JS2"
"AT4G23290","AT4G23290_P2"
"AT4G23300","AT4G23300_P1"
"AT4G23300","AT4G23300_s1"
"AT4G23310","AT4G23310_P1"
"AT4G23310","AT4G23310_P2"
"AT4G23400","AT4G23400_JS1"
"AT4G23400","AT4G23400_P1"
"AT4G23450","AT4G23450_P1"
"AT4G23450","AT4G23450_P4"
"AT4G23470","AT4G23470.1"
"AT4G23470","AT4G23470.2"
"AT4G23600","AT4G23600.3"
"AT4G23600","AT4G23600_P1"
"AT4G23630","AT4G23630_P1"
"AT4G23630","AT4G23630_s1"
"AT4G23860","AT4G23860_P1"
"AT4G23860","AT4G23860_P2"
"AT4G23860","AT4G23860_s1"
"AT4G23920","AT4G23920_JS2"
"AT4G23920","AT4G23920_P1"
"AT4G23990","AT4G23990_P1"
"AT4G23990","AT4G23990_P2"
"AT4G24100","AT4G24100_c3"
"AT4G24100","AT4G24100_P4"
"AT4G24230","AT4G24230_ID10"
"AT4G24230","AT4G24230_P1"
"AT4G24270","AT4G24270_P1"
"AT4G24270","AT4G24270_P2"
"AT4G24350","AT4G24350.2"
"AT4G24350","AT4G24350_ID7"
"AT4G24350","AT4G24350_P1"
"AT4G24350","AT4G24350_P3"
"AT4G24350","AT4G24350_P4"
"AT4G24520","AT4G24520_JS3"
"AT4G24520","AT4G24520_P1"
"AT4G24730","AT4G24730_P1"
"AT4G24730","AT4G24730_P2"
"AT4G24740","AT4G24740_JS2"
"AT4G24740","AT4G24740_P1"
"AT4G24810","AT4G24810_ID21"
"AT4G24810","AT4G24810_P1"
"AT4G24810","AT4G24810_P4"
"AT4G24810","AT4G24810_P5"
"AT4G24960","AT4G24960.2"
"AT4G24960","AT4G24960_P1"
"AT4G25080","AT4G25080.1"
"AT4G25080","AT4G25080.3"
"AT4G25080","AT4G25080.5"
"AT4G25080","AT4G25080_P2"
"AT4G25100","AT4G25100_c1"
"AT4G25100","AT4G25100_JC15"
"AT4G25100","AT4G25100_P1"
"AT4G25230","AT4G25230_c4"
"AT4G25230","AT4G25230_JS1"
"AT4G25340","AT4G25340_c2"
"AT4G25340","AT4G25340_ID2"
"AT4G25340","AT4G25340_P1"
"AT4G25450","AT4G25450.2"
"AT4G25450","AT4G25450_P1"
"AT4G25500","AT4G25500_P1"
"AT4G25500","AT4G25500_P3"
"AT4G25520","AT4G25520_P1"
"AT4G25520","AT4G25520_P2"
"AT4G25640","AT4G25640_P1"
"AT4G25640","AT4G25640_P3"
"AT4G25910","AT4G25910_ID3"
"AT4G25910","AT4G25910_s1"
"AT4G25940","AT4G25940_c2"
"AT4G25940","AT4G25940_P1"
"AT4G25990","AT4G25990_ID2"
"AT4G25990","AT4G25990_P2"
"AT4G26110","AT4G26110_JC1"
"AT4G26110","AT4G26110_P2"
"AT4G26150","AT4G26150_ID2"
"AT4G26150","AT4G26150_P1"
"AT4G26400","AT4G26400_P1"
"AT4G26400","AT4G26400_P2"
"AT4G26530","AT4G26530.1"
"AT4G26530","AT4G26530.2"
"AT4G26530","AT4G26530_P3"
"AT4G26555","AT4G26555_ID29"
"AT4G26555","AT4G26555_ID74"
"AT4G26555","AT4G26555_P1"
"AT4G26700","AT4G26700_ID11"
"AT4G26700","AT4G26700_P4"
"AT4G26700","AT4G26700_P6"
"AT4G26850","AT4G26850_ID10"
"AT4G26850","AT4G26850_P1"
"AT4G26860","AT4G26860_ID3"
"AT4G26860","AT4G26860_P1"
"AT4G26950","AT4G26950_P1"
"AT4G26950","AT4G26950_P2"
"AT4G27490","AT4G27490.1"
"AT4G27490","AT4G27490_s1"
"AT4G27520","AT4G27520_ID2"
"AT4G27520","AT4G27520_P1"
"AT4G27620","AT4G27620_P2"
"AT4G27620","AT4G27620_P3"
"AT4G27740","AT4G27740.1"
"AT4G27740","AT4G27740_ID2"
"AT4G27745","AT4G27745_P1"
"AT4G27745","AT4G27745_P2"
"AT4G27780","AT4G27780_ID2"
"AT4G27780","AT4G27780_P2"
"AT4G27790","AT4G27790.1"
"AT4G27790","AT4G27790_P2"
"AT4G27820","AT4G27820_P1"
"AT4G27820","AT4G27820_P3"
"AT4G27820","AT4G27820_s1"
"AT4G27830","AT4G27830_ID30"
"AT4G27830","AT4G27830_P1"
"AT4G27860","AT4G27860.1"
"AT4G27860","AT4G27860.2"
"AT4G27860","AT4G27860_ID3"
"AT4G27860","AT4G27860_ID7"
"AT4G27940","AT4G27940_JS1"
"AT4G27940","AT4G27940_P1"
"AT4G27970","AT4G27970_JS2"
"AT4G27970","AT4G27970_JS3"
"AT4G27970","AT4G27970_P2"
"AT4G28020","AT4G28020_P1"
"AT4G28020","AT4G28020_P2"
"AT4G28020","AT4G28020_P3"
"AT4G28030","AT4G28030_ID4"
"AT4G28030","AT4G28030_P1"
"AT4G28080","AT4G28080_ID8"
"AT4G28080","AT4G28080_P1"
"AT4G28270","AT4G28270_JC2"
"AT4G28270","AT4G28270_P1"
"AT4G28750","AT4G28750_ID2"
"AT4G28750","AT4G28750_P1"
"AT4G29010","AT4G29010_JS5"
"AT4G29010","AT4G29010_P1"
"AT4G29410","AT4G29410.2"
"AT4G29410","AT4G29410_P1"
"AT4G29890","AT4G29890.1"
"AT4G29890","AT4G29890_ID8"
"AT4G29950","AT4G29950_ID4"
"AT4G29950","AT4G29950_P1"
"AT4G30200","AT4G30200.1"
"AT4G30200","AT4G30200_P3"
"AT4G30470","AT4G30470_c2"
"AT4G30470","AT4G30470_P1"
"AT4G30470","AT4G30470_s1"
"AT4G30610","AT4G30610.1"
"AT4G30610","AT4G30610_ID2"
"AT4G30660","AT4G30660.1"
"AT4G30660","AT4G30660.2"
"AT4G30660","AT4G30660_ID1"
"AT4G30690","AT4G30690_ID1"
"AT4G30690","AT4G30690_ID4"
"AT4G30690","AT4G30690_ID5"
"AT4G30690","AT4G30690_P1"
"AT4G30720","AT4G30720_P1"
"AT4G30720","AT4G30720_s1"
"AT4G30830","AT4G30830.1"
"AT4G30830","AT4G30830_JS1"
"AT4G30990","AT4G30990_P3"
"AT4G30990","AT4G30990_s2"
"AT4G31050","AT4G31050.1"
"AT4G31050","AT4G31050_ID3"
"AT4G31120","AT4G31120.2"
"AT4G31120","AT4G31120_P1"
"AT4G31210","AT4G31210_JS3"
"AT4G31210","AT4G31210_P3"
"AT4G31390","AT4G31390_ID8"
"AT4G31390","AT4G31390_ID9"
"AT4G31405","AT4G31405_P1"
"AT4G31405","AT4G31405_P2"
"AT4G31550","AT4G31550.1"
"AT4G31550","AT4G31550_P2"
"AT4G31870","AT4G31870.1"
"AT4G31870","AT4G31870_ID2"
"AT4G32010","AT4G32010_JS3"
"AT4G32010","AT4G32010_P1"
"AT4G32060","AT4G32060_ID12"
"AT4G32060","AT4G32060_ID9"
"AT4G32320","AT4G32320.1"
"AT4G32320","AT4G32320_ID2"
"AT4G32330","AT4G32330.2"
"AT4G32330","AT4G32330_s2"
"AT4G32340","AT4G32340_P1"
"AT4G32340","AT4G32340_s1"
"AT4G32440","AT4G32440.2"
"AT4G32440","AT4G32440_ID6"
"AT4G32460","AT4G32460.2"
"AT4G32460","AT4G32460_ID1"
"AT4G32520","AT4G32520_ID3"
"AT4G32520","AT4G32520_P1"
"AT4G32520","AT4G32520_s1"
"AT4G32980","AT4G32980_P1"
"AT4G32980","AT4G32980_P2"
"AT4G32980","AT4G32980_s3"
"AT4G33000","AT4G33000.1"
"AT4G33000","AT4G33000.3"
"AT4G33000","AT4G33000_P6"
"AT4G33050","AT4G33050_c1"
"AT4G33050","AT4G33050_P4"
"AT4G33050","AT4G33050_P5"
"AT4G33220","AT4G33220_P1"
"AT4G33220","AT4G33220_P2"
"AT4G33500","AT4G33500.1"
"AT4G33500","AT4G33500_ID1"
"AT4G33500","AT4G33500_ID7"
"AT4G33625","AT4G33625_c2"
"AT4G33625","AT4G33625_s1"
"AT4G33760","AT4G33760_P1"
"AT4G33760","AT4G33760_P2"
"AT4G33790","AT4G33790_JS1"
"AT4G33790","AT4G33790_P1"
"AT4G33920","AT4G33920.1"
"AT4G33920","AT4G33920_c3"
"AT4G33920","AT4G33920_ID2"
"AT4G33920","AT4G33920_JS6"
"AT4G33980","AT4G33980_JS2"
"AT4G33980","AT4G33980_JS3"
"AT4G33980","AT4G33980_P1"
"AT4G34000","AT4G34000.3"
"AT4G34000","AT4G34000_c1"
"AT4G34000","AT4G34000_P1"
"AT4G34020","AT4G34020_ID16"
"AT4G34020","AT4G34020_P1"
"AT4G34135","AT4G34135_P1"
"AT4G34135","AT4G34135_P2"
"AT4G34150","AT4G34150.1"
"AT4G34150","AT4G34150_JS2"
"AT4G34220","AT4G34220_JC8"
"AT4G34220","AT4G34220_P1"
"AT4G34265","AT4G34265_P1"
"AT4G34265","AT4G34265_P3"
"AT4G34265","AT4G34265_P6"
"AT4G34650","AT4G34650_JS1"
"AT4G34650","AT4G34650_P1"
"AT4G34950","AT4G34950_P1"
"AT4G34950","AT4G34950_s1"
"AT4G35090","AT4G35090.2"
"AT4G35090","AT4G35090_ID2"
"AT4G35090","AT4G35090_ID3"
"AT4G35090","AT4G35090_s1"
"AT4G35140","AT4G35140_P1"
"AT4G35140","AT4G35140_P2"
"AT4G35250","AT4G35250_JS1"
"AT4G35250","AT4G35250_P1"
"AT4G35300","AT4G35300_ID26"
"AT4G35300","AT4G35300_ID28"
"AT4G35300","AT4G35300_JC13"
"AT4G35300","AT4G35300_JS17"
"AT4G35300","AT4G35300_P1"
"AT4G35300","AT4G35300_P8"
"AT4G35310","AT4G35310_P2"
"AT4G35310","AT4G35310_s2"
"AT4G35440","AT4G35440.1"
"AT4G35440","AT4G35440_ID2"
"AT4G35785","AT4G35785_ID22"
"AT4G35785","AT4G35785_s2"
"AT4G36010","AT4G36010.2"
"AT4G36010","AT4G36010_P1"
"AT4G36090","AT4G36090_P1"
"AT4G36090","AT4G36090_P3"
"AT4G36190","AT4G36190.1"
"AT4G36190","AT4G36190_ID10"
"AT4G36190","AT4G36190_ID12"
"AT4G36270","AT4G36270.1"
"AT4G36270","AT4G36270_ID4"
"AT4G36480","AT4G36480_JS1"
"AT4G36480","AT4G36480_P3"
"AT4G36515","AT4G36515.1"
"AT4G36515","AT4G36515_ID1"
"AT4G36648","AT4G36648_c1"
"AT4G36648","AT4G36648_ID1"
"AT4G36648","AT4G36648_ID4"
"AT4G36648","AT4G36648_s1"
"AT4G36690","AT4G36690_JC2"
"AT4G36690","AT4G36690_P1"
"AT4G36690","AT4G36690_P3"
"AT4G36980","AT4G36980_ID22"
"AT4G36980","AT4G36980_ID23"
"AT4G36980","AT4G36980_ID34"
"AT4G36980","AT4G36980_s3"
"AT4G37300","AT4G37300.1"
"AT4G37300","AT4G37300_c1"
"AT4G37300","AT4G37300_ID1"
"AT4G37300","AT4G37300_ID3"
"AT4G37320","AT4G37320_P1"
"AT4G37320","AT4G37320_s1"
"AT4G37480","AT4G37480_ID4"
"AT4G37480","AT4G37480_P1"
"AT4G37550","AT4G37550_P1"
"AT4G37550","AT4G37550_P2"
"AT4G37560","AT4G37560.1"
"AT4G37560","AT4G37560_ID6"
"AT4G37670","AT4G37670_P1"
"AT4G37670","AT4G37670_P2"
"AT4G37680","AT4G37680.2"
"AT4G37680","AT4G37680_c1"
"AT4G37680","AT4G37680_P1"
"AT4G37680","AT4G37680_P3"
"AT4G37870","AT4G37870_ID4"
"AT4G37870","AT4G37870_P1"
"AT4G37910","AT4G37910_P1"
"AT4G37910","AT4G37910_P2"
"AT4G38060","AT4G38060_P1"
"AT4G38060","AT4G38060_P3"
"AT4G38090","AT4G38090.3"
"AT4G38090","AT4G38090.4"
"AT4G38090","AT4G38090_P1"
"AT4G38130","AT4G38130.2"
"AT4G38130","AT4G38130_P1"
"AT4G38280","AT4G38280.1"
"AT4G38280","AT4G38280_ID1"
"AT4G38380","AT4G38380_ID1"
"AT4G38380","AT4G38380_P1"
"AT4G38380","AT4G38380_P2"
"AT4G38380","AT4G38380_P3"
"AT4G38510","AT4G38510.2"
"AT4G38510","AT4G38510_ID3"
"AT4G38520","AT4G38520_ID6"
"AT4G38520","AT4G38520_ID7"
"AT4G38810","AT4G38810_JS9"
"AT4G38810","AT4G38810_P1"
"AT4G38960","AT4G38960_ID3"
"AT4G38960","AT4G38960_JS2"
"AT4G38960","AT4G38960_JS3"
"AT4G38960","AT4G38960_P2"
"AT4G38960","AT4G38960_P4"
"AT4G39180","AT4G39180.1"
"AT4G39180","AT4G39180_ID3"
"AT4G39260","AT4G39260_ID8"
"AT4G39260","AT4G39260_JC13"
"AT4G39260","AT4G39260_P1"
"AT4G39300","AT4G39300_P1"
"AT4G39300","AT4G39300_P2"
"AT4G39540","AT4G39540_ID6"
"AT4G39540","AT4G39540_ID7"
"AT4G39640","AT4G39640_ID2"
"AT4G39640","AT4G39640_P1"
"AT4G39900","AT4G39900_ID3"
"AT4G39900","AT4G39900_P1"
"AT4G39940","AT4G39940_ID2"
"AT4G39940","AT4G39940_P1"
"AT4G39960","AT4G39960_P1"
"AT4G39960","AT4G39960_P2"
"AT5G01410","AT5G01410_P1"
"AT5G01410","AT5G01410_P2"
"AT5G01450","AT5G01450_ID2"
"AT5G01450","AT5G01450_P1"
"AT5G01510","AT5G01510_ID4"
"AT5G01510","AT5G01510_P1"
"AT5G01520","AT5G01520.1"
"AT5G01520","AT5G01520.2"
"AT5G01750","AT5G01750_P1"
"AT5G01750","AT5G01750_P2"
"AT5G01810","AT5G01810.2"
"AT5G01810","AT5G01810_P1"
"AT5G01930","AT5G01930_ID1"
"AT5G01930","AT5G01930_ID3"
"AT5G01970","AT5G01970_ID2"
"AT5G01970","AT5G01970_P1"
"AT5G02230","AT5G02230_P1"
"AT5G02230","AT5G02230_P2"
"AT5G02450","AT5G02450_JS2"
"AT5G02450","AT5G02450_P1"
"AT5G02680","AT5G02680.1"
"AT5G02680","AT5G02680_P1"
"AT5G02710","AT5G02710_ID2"
"AT5G02710","AT5G02710_P2"
"AT5G02810","AT5G02810_c2"
"AT5G02810","AT5G02810_ID33"
"AT5G02810","AT5G02810_ID34"
"AT5G02810","AT5G02810_JC13"
"AT5G02810","AT5G02810_JS12"
"AT5G02810","AT5G02810_P1"
"AT5G02810","AT5G02810_P2"
"AT5G02840","AT5G02840_P1"
"AT5G02840","AT5G02840_P2"
"AT5G02840","AT5G02840_P3"
"AT5G02860","AT5G02860_c1"
"AT5G02860","AT5G02860_c2"
"AT5G02880","AT5G02880_P1"
"AT5G02880","AT5G02880_P2"
"AT5G02940","AT5G02940_c1"
"AT5G02940","AT5G02940_JS2"
"AT5G02940","AT5G02940_P1"
"AT5G02940","AT5G02940_P2"
"AT5G03050","AT5G03050_P1"
"AT5G03050","AT5G03050_P2"
"AT5G03120","AT5G03120_P1"
"AT5G03120","AT5G03120_P2"
"AT5G04070","AT5G04070_ID8"
"AT5G04070","AT5G04070_P1"
"AT5G04130","AT5G04130_c2"
"AT5G04130","AT5G04130_P1"
"AT5G04275","AT5G04275_JS2"
"AT5G04275","AT5G04275_s1"
"AT5G04430","AT5G04430_ID35"
"AT5G04430","AT5G04430_ID36"
"AT5G04430","AT5G04430_P1"
"AT5G04490","AT5G04490_c2"
"AT5G04490","AT5G04490_P1"
"AT5G04490","AT5G04490_P2"
"AT5G04800","AT5G04800.1"
"AT5G04800","AT5G04800.2"
"AT5G04810","AT5G04810_P1"
"AT5G04810","AT5G04810_s1"
"AT5G04810","AT5G04810_s3"
"AT5G04830","AT5G04830_ID4"
"AT5G04830","AT5G04830_P2"
"AT5G05000","AT5G05000_P1"
"AT5G05000","AT5G05000_P3"
"AT5G05140","AT5G05140_ID13"
"AT5G05140","AT5G05140_s1"
"AT5G05270","AT5G05270_P1"
"AT5G05270","AT5G05270_P2"
"AT5G05550","AT5G05550.2"
"AT5G05550","AT5G05550_ID2"
"AT5G05740","AT5G05740_ID17"
"AT5G05740","AT5G05740_P1"
"AT5G05800","AT5G05800_P1"
"AT5G05800","AT5G05800_P2"
"AT5G06120","AT5G06120_P7"
"AT5G06120","AT5G06120_s3"
"AT5G06220","AT5G06220_P2"
"AT5G06220","AT5G06220_P3"
"AT5G06265","AT5G06265_P2"
"AT5G06265","AT5G06265_s4"
"AT5G06290","AT5G06290_P1"
"AT5G06290","AT5G06290_P2"
"AT5G06350","AT5G06350_P1"
"AT5G06350","AT5G06350_P2"
"AT5G06440","AT5G06440_c2"
"AT5G06440","AT5G06440_ID1"
"AT5G06440","AT5G06440_ID9"
"AT5G06530","AT5G06530_JC2"
"AT5G06530","AT5G06530_P1"
"AT5G06530","AT5G06530_P3"
"AT5G06690","AT5G06690_P1"
"AT5G06690","AT5G06690_P2"
"AT5G06710","AT5G06710_P1"
"AT5G06710","AT5G06710_P2"
"AT5G06980","AT5G06980.2"
"AT5G06980","AT5G06980_JC10"
"AT5G06980","AT5G06980_JS1"
"AT5G06980","AT5G06980_P1"
"AT5G06980","AT5G06980_P5"
"AT5G07100","AT5G07100.1"
"AT5G07100","AT5G07100_P2"
"AT5G07370","AT5G07370_ID3"
"AT5G07370","AT5G07370_P4"
"AT5G07770","AT5G07770_P3"
"AT5G07770","AT5G07770_P4"
"AT5G07920","AT5G07920_P1"
"AT5G07920","AT5G07920_P2"
"AT5G07990","AT5G07990_ID2"
"AT5G07990","AT5G07990_P1"
"AT5G08130","AT5G08130_JC15"
"AT5G08130","AT5G08130_P1"
"AT5G08130","AT5G08130_P2"
"AT5G08130","AT5G08130_P7"
"AT5G08180","AT5G08180.2"
"AT5G08180","AT5G08180_P1"
"AT5G08185","AT5G08185_P1"
"AT5G08185","AT5G08185_P8"
"AT5G08500","AT5G08500_P1"
"AT5G08500","AT5G08500_P2"
"AT5G08560","AT5G08560_JC3"
"AT5G08560","AT5G08560_P2"
"AT5G08570","AT5G08570_c1"
"AT5G08570","AT5G08570_JC10"
"AT5G08570","AT5G08570_P3"
"AT5G08740","AT5G08740_JS1"
"AT5G08740","AT5G08740_JS2"
"AT5G08760","AT5G08760_ID1"
"AT5G08760","AT5G08760_ID2"
"AT5G08760","AT5G08760_P1"
"AT5G09330","AT5G09330.2"
"AT5G09330","AT5G09330_JS1"
"AT5G09330","AT5G09330_P5"
"AT5G09820","AT5G09820_P1"
"AT5G09820","AT5G09820_P3"
"AT5G09880","AT5G09880_JC9"
"AT5G09880","AT5G09880_JS3"
"AT5G09880","AT5G09880_P1"
"AT5G09995","AT5G09995_ID5"
"AT5G09995","AT5G09995_P1"
"AT5G10350","AT5G10350_c2"
"AT5G10350","AT5G10350_JS2"
"AT5G10350","AT5G10350_P1"
"AT5G10690","AT5G10690.1"
"AT5G10690","AT5G10690_ID5"
"AT5G10946","AT5G10946_P1"
"AT5G10946","AT5G10946_P2"
"AT5G11060","AT5G11060_c1"
"AT5G11060","AT5G11060_P1"
"AT5G11160","AT5G11160_ID3"
"AT5G11160","AT5G11160_P1"
"AT5G11170","AT5G11170_JS2"
"AT5G11170","AT5G11170_JS4"
"AT5G11170","AT5G11170_P1"
"AT5G11200","AT5G11200_P1"
"AT5G11200","AT5G11200_s2"
"AT5G11240","AT5G11240_P1"
"AT5G11240","AT5G11240_s1"
"AT5G11260","AT5G11260_c1"
"AT5G11260","AT5G11260_P1"
"AT5G11420","AT5G11420_JS2"
"AT5G11420","AT5G11420_P1"
