"genes","isoforms"
"AT1G16540","AT1G16540_P3"
"AT1G16560","AT1G16560.2"
"AT1G16560","AT1G16560_ID12"
"AT1G16570","AT1G16570.1"
"AT1G16570","AT1G16570_ID6"
"AT1G16610","AT1G16610_P1"
"AT1G16610","AT1G16610_P2"
"AT1G16650","AT1G16650_c4"
"AT1G16650","AT1G16650_P1"
"AT1G16710","AT1G16710_c1"
"AT1G16710","AT1G16710_P3"
"AT1G16710","AT1G16710_P4"
"AT1G16710","AT1G16710_P6"
"AT1G16800","AT1G16800.1"
"AT1G16800","AT1G16800_c2"
"AT1G16810","AT1G16810.1"
"AT1G16810","AT1G16810_ID1"
"AT1G16840","AT1G16840_P1"
"AT1G16840","AT1G16840_P3"
"AT1G16840","AT1G16840_P4"
"AT1G16930","AT1G16930_JS1"
"AT1G16930","AT1G16930_JS2"
"AT1G16930","AT1G16930_P1"
"AT1G16960","AT1G16960.1"
"AT1G16960","AT1G16960_ID1"
"AT1G17090","AT1G17090_ID2"
"AT1G17090","AT1G17090_JS1"
"AT1G17090","AT1G17090_P2"
"AT1G17090","AT1G17090_P3"
"AT1G17110","AT1G17110.1"
"AT1G17110","AT1G17110_P2"
"AT1G17130","AT1G17130_P1"
"AT1G17130","AT1G17130_P2"
"AT1G17140","AT1G17140.2"
"AT1G17140","AT1G17140_ID2"
"AT1G17145","AT1G17145_ID4"
"AT1G17145","AT1G17145_P1"
"AT1G17230","AT1G17230_P1"
"AT1G17230","AT1G17230_P2"
"AT1G17230","AT1G17230_P3"
"AT1G17270","AT1G17270_P1"
"AT1G17270","AT1G17270_P2"
"AT1G17350","AT1G17350_P1"
"AT1G17350","AT1G17350_P3"
"AT1G17350","AT1G17350_s2"
"AT1G17410","AT1G17410_c1"
"AT1G17410","AT1G17410_P1"
"AT1G17410","AT1G17410_P2"
"AT1G17440","AT1G17440_ID4"
"AT1G17440","AT1G17440_P1"
"AT1G17480","AT1G17480.1"
"AT1G17480","AT1G17480_ID3"
"AT1G17520","AT1G17520.1"
"AT1G17520","AT1G17520_c1"
"AT1G17520","AT1G17520_c2"
"AT1G17520","AT1G17520_c3"
"AT1G17530","AT1G17530_P1"
"AT1G17530","AT1G17530_P2"
"AT1G17550","AT1G17550_P1"
"AT1G17550","AT1G17550_s1"
"AT1G17590","AT1G17590_P1"
"AT1G17590","AT1G17590_P2"
"AT1G17590","AT1G17590_P3"
"AT1G17640","AT1G17640_JC2"
"AT1G17640","AT1G17640_P1"
"AT1G17680","AT1G17680_P1"
"AT1G17680","AT1G17680_P2"
"AT1G17720","AT1G17720_P1"
"AT1G17720","AT1G17720_P2"
"AT1G17730","AT1G17730_ID1"
"AT1G17730","AT1G17730_P1"
"AT1G17760","AT1G17760.1"
"AT1G17760","AT1G17760_ID4"
"AT1G17850","AT1G17850.2"
"AT1G17850","AT1G17850_ID7"
"AT1G17850","AT1G17850_ID8"
"AT1G17920","AT1G17920_P1"
"AT1G17920","AT1G17920_P2"
"AT1G17970","AT1G17970_P1"
"AT1G17970","AT1G17970_P2"
"AT1G17990","AT1G17990_ID4"
"AT1G17990","AT1G17990_JC6"
"AT1G17990","AT1G17990_P1"
"AT1G18020","AT1G18020_ID10"
"AT1G18020","AT1G18020_P1"
"AT1G18030","AT1G18030_ID2"
"AT1G18030","AT1G18030_P1"
"AT1G18070","AT1G18070.2"
"AT1G18070","AT1G18070_P1"
"AT1G18090","AT1G18090_c1"
"AT1G18090","AT1G18090_P1"
"AT1G18160","AT1G18160_P1"
"AT1G18160","AT1G18160_s1"
"AT1G18180","AT1G18180_ID2"
"AT1G18180","AT1G18180_P1"
"AT1G18190","AT1G18190_ID8"
"AT1G18190","AT1G18190_P1"
"AT1G18200","AT1G18200.1"
"AT1G18200","AT1G18200_ID1"
"AT1G18250","AT1G18250_P1"
"AT1G18250","AT1G18250_s1"
"AT1G18335","AT1G18335_ID16"
"AT1G18335","AT1G18335_ID18"
"AT1G18335","AT1G18335_P1"
"AT1G18335","AT1G18335_P3"
"AT1G18340","AT1G18340_ID1"
"AT1G18340","AT1G18340_P1"
"AT1G18415","AT1G18415.1"
"AT1G18415","AT1G18415_ID1"
"AT1G18415","AT1G18415_ID4"
"AT1G18440","AT1G18440_ID1"
"AT1G18440","AT1G18440_ID3"
"AT1G18440","AT1G18440_P1"
"AT1G18460","AT1G18460_ID3"
"AT1G18460","AT1G18460_P1"
"AT1G18610","AT1G18610_P1"
"AT1G18610","AT1G18610_P2"
"AT1G18610","AT1G18610_s1"
"AT1G18620","AT1G18620_JS1"
"AT1G18620","AT1G18620_P1"
"AT1G18650","AT1G18650.1"
"AT1G18650","AT1G18650_ID2"
"AT1G18660","AT1G18660_P1"
"AT1G18660","AT1G18660_P2"
"AT1G18690","AT1G18690_P1"
"AT1G18690","AT1G18690_s1"
"AT1G18690","AT1G18690_s2"
"AT1G18700","AT1G18700_P1"
"AT1G18700","AT1G18700_P2"
"AT1G18710","AT1G18710_ID1"
"AT1G18710","AT1G18710_P1"
"AT1G18730","AT1G18730.3"
"AT1G18730","AT1G18730_P1"
"AT1G18750","AT1G18750_ID14"
"AT1G18750","AT1G18750_JS4"
"AT1G18750","AT1G18750_P1"
"AT1G18750","AT1G18750_P4"
"AT1G18773","AT1G18773_P1"
"AT1G18773","AT1G18773_P4"
"AT1G18800","AT1G18800_P1"
"AT1G18800","AT1G18800_s1"
"AT1G18840","AT1G18840_c2"
"AT1G18840","AT1G18840_c3"
"AT1G18870","AT1G18870.1"
"AT1G18870","AT1G18870_ID5"
"AT1G18950","AT1G18950_P1"
"AT1G18950","AT1G18950_P2"
"AT1G18950","AT1G18950_P3"
"AT1G19000","AT1G19000_P1"
"AT1G19000","AT1G19000_P2"
"AT1G19010","AT1G19010_P1"
"AT1G19010","AT1G19010_P2"
"AT1G19025","AT1G19025_P1"
"AT1G19025","AT1G19025_P3"
"AT1G19080","AT1G19080.1"
"AT1G19080","AT1G19080_ID4"
"AT1G19130","AT1G19130.1"
"AT1G19130","AT1G19130_ID1"
"AT1G19270","AT1G19270_ID5"
"AT1G19270","AT1G19270_P1"
"AT1G19270","AT1G19270_P2"
"AT1G19330","AT1G19330_P1"
"AT1G19330","AT1G19330_P2"
"AT1G19340","AT1G19340_JS1"
"AT1G19340","AT1G19340_P1"
"AT1G19350","AT1G19350_ID2"
"AT1G19350","AT1G19350_ID4"
"AT1G19394","AT1G19394.1"
"AT1G19394","AT1G19394_ID1"
"AT1G19394","AT1G19394_ID2"
"AT1G19397","AT1G19397.1"
"AT1G19397","AT1G19397_ID1"
"AT1G19400","AT1G19400_P1"
"AT1G19400","AT1G19400_P2"
"AT1G19430","AT1G19430_JC1"
"AT1G19430","AT1G19430_P1"
"AT1G19485","AT1G19485_JS4"
"AT1G19485","AT1G19485_P2"
"AT1G19540","AT1G19540.1"
"AT1G19540","AT1G19540_ID2"
"AT1G19630","AT1G19630.1"
"AT1G19630","AT1G19630_P3"
"AT1G19650","AT1G19650_P1"
"AT1G19650","AT1G19650_P2"
"AT1G19690","AT1G19690.1"
"AT1G19690","AT1G19690_c1"
"AT1G19690","AT1G19690_ID14"
"AT1G19690","AT1G19690_ID8"
"AT1G19700","AT1G19700_P1"
"AT1G19700","AT1G19700_P3"
"AT1G19700","AT1G19700_P5"
"AT1G19720","AT1G19720.1"
"AT1G19720","AT1G19720_ID1"
"AT1G19800","AT1G19800_P1"
"AT1G19800","AT1G19800_P3"
"AT1G19835","AT1G19835_P1"
"AT1G19835","AT1G19835_P6"
"AT1G19850","AT1G19850.1"
"AT1G19850","AT1G19850_P2"
"AT1G19870","AT1G19870_JC5"
"AT1G19870","AT1G19870_P1"
"AT1G20060","AT1G20060_JS10"
"AT1G20060","AT1G20060_JS11"
"AT1G20060","AT1G20060_JS12"
"AT1G20070","AT1G20070_P1"
"AT1G20070","AT1G20070_s1"
"AT1G20100","AT1G20100_ID1"
"AT1G20100","AT1G20100_P1"
"AT1G20160","AT1G20160.2"
"AT1G20160","AT1G20160_P1"
"AT1G20380","AT1G20380_P1"
"AT1G20380","AT1G20380_P2"
"AT1G20490","AT1G20490_JC13"
"AT1G20490","AT1G20490_JS2"
"AT1G20490","AT1G20490_P1"
"AT1G20490","AT1G20490_P2"
"AT1G20540","AT1G20540.1"
"AT1G20540","AT1G20540_ID16"
"AT1G20550","AT1G20550_ID4"
"AT1G20550","AT1G20550_P1"
"AT1G20560","AT1G20560.1"
"AT1G20560","AT1G20560_ID2"
"AT1G20570","AT1G20570_JC5"
"AT1G20570","AT1G20570_P3"
"AT1G20640","AT1G20640.1"
"AT1G20640","AT1G20640.2"
"AT1G20640","AT1G20640_JS2"
"AT1G20720","AT1G20720_JS4"
"AT1G20720","AT1G20720_JS5"
"AT1G20880","AT1G20880_P1"
"AT1G20880","AT1G20880_P2"
"AT1G20890","AT1G20890_P1"
"AT1G20890","AT1G20890_P2"
"AT1G20890","AT1G20890_s1"
"AT1G20920","AT1G20920_P1"
"AT1G20920","AT1G20920_P3"
"AT1G20920","AT1G20920_P4"
"AT1G20920","AT1G20920_P5"
"AT1G20920","AT1G20920_P6"
"AT1G20920","AT1G20920_P7"
"AT1G21060","AT1G21060_ID2"
"AT1G21060","AT1G21060_P1"
"AT1G21150","AT1G21150_P2"
"AT1G21150","AT1G21150_P3"
"AT1G21200","AT1G21200_P1"
"AT1G21200","AT1G21200_P2"
"AT1G21450","AT1G21450_ID1"
"AT1G21450","AT1G21450_P1"
"AT1G21500","AT1G21500_ID1"
"AT1G21500","AT1G21500_P1"
"AT1G21560","AT1G21560_P2"
"AT1G21560","AT1G21560_P3"
"AT1G21580","AT1G21580_P1"
"AT1G21580","AT1G21580_P2"
"AT1G21580","AT1G21580_P4"
"AT1G21610","AT1G21610.1"
"AT1G21610","AT1G21610.2"
"AT1G21780","AT1G21780.1"
"AT1G21780","AT1G21780.2"
"AT1G21840","AT1G21840_P1"
"AT1G21840","AT1G21840_P2"
"AT1G22020","AT1G22020_P1"
"AT1G22020","AT1G22020_s1"
"AT1G22040","AT1G22040_ID1"
"AT1G22040","AT1G22040_P1"
"AT1G22140","AT1G22140_P1"
"AT1G22140","AT1G22140_P3"
"AT1G22180","AT1G22180_ID2"
"AT1G22180","AT1G22180_P2"
"AT1G22310","AT1G22310_P1"
"AT1G22310","AT1G22310_P2"
"AT1G22330","AT1G22330_JS1"
"AT1G22330","AT1G22330_JS2"
"AT1G22330","AT1G22330_P1"
"AT1G22370","AT1G22370_P1"
"AT1G22370","AT1G22370_P2"
"AT1G22400","AT1G22400_ID2"
"AT1G22400","AT1G22400_P1"
"AT1G22403","AT1G22403.1"
"AT1G22403","AT1G22403.2"
"AT1G22490","AT1G22490_JS1"
"AT1G22490","AT1G22490_P1"
"AT1G22490","AT1G22490_P2"
"AT1G22570","AT1G22570_ID2"
"AT1G22570","AT1G22570_P1"
"AT1G22690","AT1G22690.2"
"AT1G22690","AT1G22690_P1"
"AT1G22740","AT1G22740.1"
"AT1G22740","AT1G22740_ID3"
"AT1G22740","AT1G22740_ID5"
"AT1G22750","AT1G22750.2"
"AT1G22750","AT1G22750_ID3"
"AT1G22750","AT1G22750_P1"
"AT1G22750","AT1G22750_P4"
"AT1G22790","AT1G22790_P1"
"AT1G22790","AT1G22790_P2"
"AT1G22860","AT1G22860_c1"
"AT1G22860","AT1G22860_c2"
"AT1G22860","AT1G22860_s1"
"AT1G22860","AT1G22860_s2"
"AT1G22870","AT1G22870_ID5"
"AT1G22870","AT1G22870_P1"
"AT1G22870","AT1G22870_P2"
"AT1G22910","AT1G22910_P1"
"AT1G22910","AT1G22910_P2"
"AT1G22960","AT1G22960.1"
"AT1G22960","AT1G22960_P1"
"AT1G22960","AT1G22960_P2"
"AT1G22970","AT1G22970.1"
"AT1G22970","AT1G22970_ID3"
"AT1G23000","AT1G23000_ID6"
"AT1G23000","AT1G23000_P1"
"AT1G23020","AT1G23020_P1"
"AT1G23020","AT1G23020_P3"
"AT1G23020","AT1G23020_P7"
"AT1G23040","AT1G23040_P1"
"AT1G23040","AT1G23040_P3"
"AT1G23080","AT1G23080_c1"
"AT1G23080","AT1G23080_c4"
"AT1G23090","AT1G23090_P1"
"AT1G23090","AT1G23090_P2"
"AT1G23230","AT1G23230_P2"
"AT1G23230","AT1G23230_P3"
"AT1G23340","AT1G23340.2"
"AT1G23340","AT1G23340_P1"
"AT1G23360","AT1G23360_ID3"
"AT1G23360","AT1G23360_P1"
"AT1G23360","AT1G23360_s1"
"AT1G23380","AT1G23380_ID3"
"AT1G23380","AT1G23380_P1"
"AT1G23460","AT1G23460_P1"
"AT1G23460","AT1G23460_P2"
"AT1G23860","AT1G23860_JC3"
"AT1G23860","AT1G23860_P1"
"AT1G23890","AT1G23890.1"
"AT1G23890","AT1G23890_ID1"
"AT1G23970","AT1G23970_P1"
"AT1G23970","AT1G23970_P2"
"AT1G24020","AT1G24020.2"
"AT1G24020","AT1G24020_P1"
"AT1G24070","AT1G24070_ID14"
"AT1G24070","AT1G24070_P1"
"AT1G24070","AT1G24070_P2"
"AT1G24148","AT1G24148_P1"
"AT1G24148","AT1G24148_P2"
"AT1G24265","AT1G24265_ID3"
"AT1G24265","AT1G24265_P1"
"AT1G24265","AT1G24265_P2"
"AT1G24300","AT1G24300_P1"
"AT1G24300","AT1G24300_P2"
"AT1G24330","AT1G24330_P1"
"AT1G24330","AT1G24330_P2"
"AT1G24340","AT1G24340_P1"
"AT1G24340","AT1G24340_s1"
"AT1G24350","AT1G24350.1"
"AT1G24350","AT1G24350_ID4"
"AT1G24440","AT1G24440_c2"
"AT1G24440","AT1G24440_P1"
"AT1G24460","AT1G24460_c1"
"AT1G24460","AT1G24460_JS3"
"AT1G24470","AT1G24470_JS1"
"AT1G24470","AT1G24470_P1"
"AT1G24610","AT1G24610_ID1"
"AT1G24610","AT1G24610_P1"
"AT1G24706","AT1G24706_P4"
"AT1G24706","AT1G24706_P5"
"AT1G24706","AT1G24706_P6"
"AT1G24706","AT1G24706_P7"
"AT1G24764","AT1G24764_JC4"
"AT1G24764","AT1G24764_P1"
"AT1G24793","AT1G24793.1"
"AT1G24793","AT1G24793.2"
"AT1G24793","AT1G24793_ID4"
"AT1G24825","AT1G24825_ID2"
"AT1G24825","AT1G24825_ID3"
"AT1G24825","AT1G24825_ID5"
"AT1G24996","AT1G24996.1"
"AT1G24996","AT1G24996_ID1"
"AT1G25098","AT1G25098.2"
"AT1G25098","AT1G25098_ID1"
"AT1G25175","AT1G25175.1"
"AT1G25175","AT1G25175_ID4"
"AT1G25175","AT1G25175_ID5"
"AT1G25175","AT1G25175_ID6"
"AT1G25230","AT1G25230_P2"
"AT1G25230","AT1G25230_P3"
"AT1G25290","AT1G25290_P2"
"AT1G25290","AT1G25290_s1"
"AT1G25370","AT1G25370_P1"
"AT1G25370","AT1G25370_P2"
"AT1G25375","AT1G25375.1"
"AT1G25375","AT1G25375_ID6"
"AT1G25400","AT1G25400.2"
"AT1G25400","AT1G25400_P1"
"AT1G25420","AT1G25420_P1"
"AT1G25420","AT1G25420_P2"
"AT1G25470","AT1G25470_P1"
"AT1G25470","AT1G25470_P2"
"AT1G25500","AT1G25500_JS7"
"AT1G25500","AT1G25500_P2"
"AT1G25682","AT1G25682_P1"
"AT1G25682","AT1G25682_P2"
"AT1G26100","AT1G26100.1"
"AT1G26100","AT1G26100_ID2"
"AT1G26130","AT1G26130.2"
"AT1G26130","AT1G26130_c1"
"AT1G26170","AT1G26170_ID2"
"AT1G26170","AT1G26170_P1"
"AT1G26208","AT1G26208_ID13"
"AT1G26208","AT1G26208_ID15"
"AT1G26208","AT1G26208_ID16"
"AT1G26208","AT1G26208_ID3"
"AT1G26208","AT1G26208_s1"
"AT1G26208","AT1G26208_s2"
"AT1G26210","AT1G26210.1"
"AT1G26210","AT1G26210_ID2"
"AT1G26230","AT1G26230.2"
"AT1G26230","AT1G26230_JC3"
"AT1G26230","AT1G26230_JC7"
"AT1G26260","AT1G26260_ID17"
"AT1G26260","AT1G26260_P1"
"AT1G26260","AT1G26260_P2"
"AT1G26260","AT1G26260_P6"
"AT1G26440","AT1G26440_c1"
"AT1G26440","AT1G26440_P3"
"AT1G26440","AT1G26440_P7"
"AT1G26440","AT1G26440_P8"
"AT1G26580","AT1G26580_ID1"
"AT1G26580","AT1G26580_P1"
"AT1G26730","AT1G26730_c1"
"AT1G26730","AT1G26730_P1"
"AT1G26790","AT1G26790.1"
"AT1G26790","AT1G26790_P1"
"AT1G26810","AT1G26810_ID2"
"AT1G26810","AT1G26810_P1"
"AT1G26850","AT1G26850_P1"
"AT1G26850","AT1G26850_P2"
"AT1G26930","AT1G26930_ID2"
"AT1G26930","AT1G26930_P1"
"AT1G27020","AT1G27020_ID3"
"AT1G27020","AT1G27020_P1"
"AT1G27170","AT1G27170_P1"
"AT1G27170","AT1G27170_P2"
"AT1G27180","AT1G27180.1"
"AT1G27180","AT1G27180_P2"
"AT1G27180","AT1G27180_P7"
"AT1G27360","AT1G27360_P1"
"AT1G27360","AT1G27360_P2"
"AT1G27370","AT1G27370_ID48"
"AT1G27370","AT1G27370_P1"
"AT1G27370","AT1G27370_P2"
"AT1G27385","AT1G27385_P1"
"AT1G27385","AT1G27385_P3"
"AT1G27410","AT1G27410.1"
"AT1G27410","AT1G27410_ID2"
"AT1G27420","AT1G27420_ID2"
"AT1G27420","AT1G27420_P1"
"AT1G27450","AT1G27450_ID1"
"AT1G27450","AT1G27450_P1"
"AT1G27460","AT1G27460_P1"
"AT1G27460","AT1G27460_P2"
"AT1G27520","AT1G27520_ID11"
"AT1G27520","AT1G27520_ID5"
"AT1G27520","AT1G27520_P1"
"AT1G27540","AT1G27540_P1"
"AT1G27540","AT1G27540_P3"
"AT1G27600","AT1G27600_P1"
"AT1G27600","AT1G27600_P2"
"AT1G27630","AT1G27630_P1"
"AT1G27630","AT1G27630_P2"
"AT1G27660","AT1G27660_JS3"
"AT1G27660","AT1G27660_P1"
"AT1G27770","AT1G27770_P1"
"AT1G27770","AT1G27770_P4"
"AT1G27840","AT1G27840_ID2"
"AT1G27840","AT1G27840_P1"
"AT1G27920","AT1G27920_ID20"
"AT1G27920","AT1G27920_JS10"
"AT1G27920","AT1G27920_P1"
"AT1G27940","AT1G27940_P1"
"AT1G27940","AT1G27940_P2"
"AT1G27960","AT1G27960.1"
"AT1G27960","AT1G27960_JC10"
"AT1G27970","AT1G27970.2"
"AT1G27970","AT1G27970_P1"
"AT1G28060","AT1G28060.1"
"AT1G28060","AT1G28060_JC1"
"AT1G28100","AT1G28100.2"
"AT1G28100","AT1G28100_ID31"
"AT1G28100","AT1G28100_ID7"
"AT1G28100","AT1G28100_ID9"
"AT1G28110","AT1G28110.1"
"AT1G28110","AT1G28110_P2"
"AT1G28200","AT1G28200_P1"
"AT1G28200","AT1G28200_P2"
"AT1G28210","AT1G28210_JS2"
"AT1G28210","AT1G28210_P1"
"AT1G28210","AT1G28210_P2"
"AT1G28260","AT1G28260.1"
"AT1G28260","AT1G28260.2"
"AT1G28320","AT1G28320_c3"
"AT1G28320","AT1G28320_JC2"
"AT1G28320","AT1G28320_P1"
"AT1G28330","AT1G28330.1"
"AT1G28330","AT1G28330_ID1"
"AT1G28350","AT1G28350_P1"
"AT1G28350","AT1G28350_P2"
"AT1G28395","AT1G28395_P1"
"AT1G28395","AT1G28395_P2"
"AT1G28395","AT1G28395_P3"
"AT1G28395","AT1G28395_P4"
"AT1G28395","AT1G28395_s1"
"AT1G28410","AT1G28410_c1"
"AT1G28410","AT1G28410_JC3"
"AT1G28520","AT1G28520_ID8"
"AT1G28520","AT1G28520_P1"
"AT1G28530","AT1G28530.1"
"AT1G28530","AT1G28530_ID2"
"AT1G28560","AT1G28560_P1"
"AT1G28560","AT1G28560_P3"
"AT1G28580","AT1G28580_P1"
"AT1G28580","AT1G28580_P2"
"AT1G28610","AT1G28610_P1"
"AT1G28610","AT1G28610_P2"
"AT1G28620","AT1G28620.1"
"AT1G28620","AT1G28620_JC13"
"AT1G28620","AT1G28620_JC15"
"AT1G28660","AT1G28660_ID6"
"AT1G28660","AT1G28660_P1"
"AT1G28710","AT1G28710_ID1"
"AT1G28710","AT1G28710_P3"
"AT1G28960","AT1G28960_ID7"
"AT1G28960","AT1G28960_ID8"
"AT1G28960","AT1G28960_P1"
"AT1G28960","AT1G28960_P7"
"AT1G29030","AT1G29030_P1"
"AT1G29030","AT1G29030_P2"
"AT1G29120","AT1G29120_JC5"
"AT1G29120","AT1G29120_P1"
"AT1G29170","AT1G29170_P1"
"AT1G29170","AT1G29170_P2"
"AT1G29310","AT1G29310_P1"
"AT1G29310","AT1G29310_s1"
"AT1G29320","AT1G29320_ID2"
"AT1G29320","AT1G29320_P1"
"AT1G29350","AT1G29350_P1"
"AT1G29350","AT1G29350_s1"
"AT1G29357","AT1G29357_ID5"
"AT1G29357","AT1G29357_ID7"
"AT1G29370","AT1G29370_c1"
"AT1G29370","AT1G29370_P1"
"AT1G29400","AT1G29400.1"
"AT1G29400","AT1G29400_P2"
"AT1G29410","AT1G29410_P1"
"AT1G29410","AT1G29410_P2"
"AT1G29410","AT1G29410_P4"
"AT1G29410","AT1G29410_s2"
"AT1G29465","AT1G29465_ID3"
"AT1G29465","AT1G29465_P1"
"AT1G29600","AT1G29600_c1"
"AT1G29600","AT1G29600_P2"
"AT1G29690","AT1G29690_ID4"
"AT1G29690","AT1G29690_P1"
"AT1G29730","AT1G29730_P2"
"AT1G29730","AT1G29730_P3"
"AT1G29800","AT1G29800_ID4"
"AT1G29800","AT1G29800_P1"
"AT1G29850","AT1G29850.1"
"AT1G29850","AT1G29850.2"
"AT1G29900","AT1G29900_P1"
"AT1G29900","AT1G29900_s3"
"AT1G29960","AT1G29960_P1"
"AT1G29960","AT1G29960_P2"
"AT1G30130","AT1G30130_P1"
"AT1G30130","AT1G30130_P3"
"AT1G30160","AT1G30160.1"
"AT1G30160","AT1G30160.2"
"AT1G30200","AT1G30200_ID1"
"AT1G30200","AT1G30200_P1"
"AT1G30200","AT1G30200_P2"
"AT1G30210","AT1G30210_P1"
"AT1G30210","AT1G30210_P2"
"AT1G30300","AT1G30300_P1"
"AT1G30300","AT1G30300_P2"
"AT1G30300","AT1G30300_P3"
"AT1G30330","AT1G30330_P1"
"AT1G30330","AT1G30330_P3"
"AT1G30410","AT1G30410_c1"
"AT1G30410","AT1G30410_P4"
"AT1G30410","AT1G30410_P5"
"AT1G30420","AT1G30420_JS20"
"AT1G30420","AT1G30420_JS25"
"AT1G30420","AT1G30420_P1"
"AT1G30420","AT1G30420_P2"
"AT1G30450","AT1G30450_P1"
"AT1G30450","AT1G30450_P3"
"AT1G30475","AT1G30475.3"
"AT1G30475","AT1G30475.4"
"AT1G30510","AT1G30510.1"
"AT1G30510","AT1G30510_P2"
"AT1G30520","AT1G30520_c1"
"AT1G30520","AT1G30520_P1"
"AT1G30520","AT1G30520_P2"
"AT1G30540","AT1G30540_ID3"
"AT1G30540","AT1G30540_P1"
"AT1G30545","AT1G30545_P1"
"AT1G30545","AT1G30545_P2"
"AT1G30590","AT1G30590_ID6"
"AT1G30590","AT1G30590_ID8"
"AT1G30590","AT1G30590_JS11"
"AT1G30590","AT1G30590_JS15"
"AT1G30640","AT1G30640_P1"
"AT1G30640","AT1G30640_s1"
"AT1G30810","AT1G30810.1"
"AT1G30810","AT1G30810.2"
"AT1G30810","AT1G30810_P1"
"AT1G30835","AT1G30835.1"
"AT1G30835","AT1G30835.2"
"AT1G30835","AT1G30835_ID1"
"AT1G30970","AT1G30970_P1"
"AT1G30970","AT1G30970_s2"
"AT1G31020","AT1G31020_P1"
"AT1G31020","AT1G31020_s1"
"AT1G31175","AT1G31175_P1"
"AT1G31175","AT1G31175_P2"
"AT1G31300","AT1G31300_c1"
"AT1G31300","AT1G31300_P2"
"AT1G31310","AT1G31310_JC2"
"AT1G31310","AT1G31310_s1"
"AT1G31360","AT1G31360_P1"
"AT1G31360","AT1G31360_P4"
"AT1G31360","AT1G31360_P6"
"AT1G31420","AT1G31420.1"
"AT1G31420","AT1G31420.2"
"AT1G31480","AT1G31480_ID1"
"AT1G31480","AT1G31480_P1"
"AT1G31500","AT1G31500_P1"
"AT1G31500","AT1G31500_P5"
"AT1G31550","AT1G31550_P1"
"AT1G31550","AT1G31550_P2"
"AT1G31600","AT1G31600.2"
"AT1G31600","AT1G31600_P1"
"AT1G31780","AT1G31780_ID1"
"AT1G31780","AT1G31780_P1"
"AT1G31814","AT1G31814_P1"
"AT1G31814","AT1G31814_s1"
"AT1G31830","AT1G31830_P1"
"AT1G31830","AT1G31830_P2"
"AT1G31850","AT1G31850.1"
"AT1G31850","AT1G31850.3"
"AT1G31870","AT1G31870_JS3"
"AT1G31870","AT1G31870_P1"
"AT1G31870","AT1G31870_P2"
"AT1G31910","AT1G31910.1"
"AT1G31910","AT1G31910_ID53"
"AT1G32070","AT1G32070_ID5"
"AT1G32070","AT1G32070_ID8"
"AT1G32070","AT1G32070_P2"
"AT1G32127","AT1G32127_P1"
"AT1G32127","AT1G32127_P2"
"AT1G32150","AT1G32150_ID8"
"AT1G32150","AT1G32150_P1"
"AT1G32160","AT1G32160_ID2"
"AT1G32160","AT1G32160_P1"
"AT1G32200","AT1G32200_P1"
"AT1G32200","AT1G32200_P2"
"AT1G32230","AT1G32230.1"
"AT1G32230","AT1G32230_P2"
"AT1G32230","AT1G32230_s1"
"AT1G32230","AT1G32230_s2"
"AT1G32330","AT1G32330_c1"
"AT1G32330","AT1G32330_P1"
"AT1G32330","AT1G32330_P2"
"AT1G32370","AT1G32370_P1"
"AT1G32370","AT1G32370_P4"
"AT1G32410","AT1G32410.3"
"AT1G32410","AT1G32410_P2"
"AT1G32540","AT1G32540_P2"
"AT1G32540","AT1G32540_P3"
"AT1G32540","AT1G32540_P5"
"AT1G32583","AT1G32583.1"
"AT1G32583","AT1G32583_JC11"
"AT1G32700","AT1G32700_JS1"
"AT1G32700","AT1G32700_P1"
"AT1G32740","AT1G32740_P1"
"AT1G32740","AT1G32740_P2"
"AT1G32940","AT1G32940_P1"
"AT1G32940","AT1G32940_P2"
"AT1G33050","AT1G33050.1"
"AT1G33050","AT1G33050.4"
"AT1G33080","AT1G33080_JS2"
"AT1G33080","AT1G33080_JS3"
"AT1G33080","AT1G33080_P1"
"AT1G33110","AT1G33110.2"
"AT1G33110","AT1G33110_P1"
"AT1G33290","AT1G33290_c1"
"AT1G33290","AT1G33290_P1"
"AT1G33330","AT1G33330_P1"
"AT1G33330","AT1G33330_P2"
"AT1G33400","AT1G33400_ID13"
"AT1G33400","AT1G33400_P1"
"AT1G33400","AT1G33400_P2"
"AT1G33410","AT1G33410_P1"
"AT1G33410","AT1G33410_P2"
"AT1G33415","AT1G33415.1"
"AT1G33415","AT1G33415_ID13"
"AT1G33470","AT1G33470.2"
"AT1G33470","AT1G33470_P1"
"AT1G33680","AT1G33680.1"
"AT1G33680","AT1G33680_c1"
"AT1G33680","AT1G33680_s1"
"AT1G33700","AT1G33700.1"
"AT1G33700","AT1G33700_c1"
"AT1G33700","AT1G33700_P2"
"AT1G33720","AT1G33720_P2"
"AT1G33720","AT1G33720_P3"
"AT1G33720","AT1G33720_P4"
"AT1G33720","AT1G33720_s3"
"AT1G33790","AT1G33790.1"
"AT1G33790","AT1G33790_P2"
"AT1G33790","AT1G33790_s1"
"AT1G33930","AT1G33930_JS1"
"AT1G33930","AT1G33930_JS2"
"AT1G34010","AT1G34010_P2"
"AT1G34010","AT1G34010_s1"
"AT1G34020","AT1G34020.1"
"AT1G34020","AT1G34020_c1"
"AT1G34065","AT1G34065_ID12"
"AT1G34065","AT1G34065_ID63"
"AT1G34065","AT1G34065_P1"
"AT1G34110","AT1G34110_P1"
"AT1G34110","AT1G34110_P2"
